ID,Title,Status,Owner,Authoring Company,Last Modified On,Published Channels,Expiry Date
"UC00003520","Add a Layer of Protection to Personally Identifiable Information","Draft","Will Bunker","excelerateds2p","May 14, 2025","","May 14, 2026"
"UC00003521","Gain Procurement Insights Across Sourcing, Contracts, Spend, Performance and Risk","Draft","David Whiteley","excelerateds2p","May 14, 2025","","Apr 11, 2026"
"UC10000401","Unlock Process Excellence with SAP Signavio Process Insights & SAP Build Process Automation","Published","Jonas Germann","SAP","May 13, 2025","Content Discovery, Discovery Center","Mar 16, 2027"
"UC10000420","Automate employee equipment ordering during onboarding with event-driven integration","In Review","Joanne Koh-Stewart","SAP","May 13, 2025","SAP.COM",""
"UC10000378","Drive your business with integrated enterprise performance management (EPM)","In Review","Gaurav Dey","SAP","May 13, 2025","SAP.COM","Feb 21, 2026"
"UC00003488","Get started with Extended Planning and Analysis (xP&A)","Archived","Gaurav Dey","SAP","May 13, 2025","SAP.COM","Mar 11, 2025"
"UC00004018","Extend Pre-built Automation Procurement Packages in SAP Build Process Automation","Archived","Yongkang Ng","SAP","May 13, 2025","SAP.COM","Mar 21, 2025"
"UC00004288","Optimize Scheduling for SAP SuccessFactors Learning","Archived","Erin Wong","Rizing","May 13, 2025","","Dec 15, 2024"
"UC00003544","Boost Retail Business with a 360 degree Demand Analysis","Archived","Felix Blume","PwC","May 12, 2025","","Jan 26, 2025"
"UC00003768","Oliver Test Mission (Prod)","Draft","Oliver Stiefbold","SAP","May 8, 2025","",""
"UC10000424","New use case","Draft","Rupa Maity","SAP","May 7, 2025","",""
"UC10000423","Sooper Dooper Mission","Draft","Marius Dumitru","SAP","May 6, 2025","",""
"UC00003406","Data Federation from Amazon Redshift through SAP Datasphere","Archived","Sivakumar N","SAP","May 6, 2025","","Aug 22, 2025"
"UC00003666","Enable Category Management with BigQuery and SAP Datasphere","Archived","Jack Seeburger","SAP","May 6, 2025","SAP.COM","Aug 22, 2025"
"UC10000369","Winning at the Shelf (Retail Execution & Direct Distribution)","Published","Joe Lobeck","SAP","May 5, 2025","Content Discovery","Dec 16, 2026"
"UC10000367","Sustainable Product Innovation","Draft","Joe Lobeck","SAP","May 5, 2025","",""
"UC10000408","Driving CP Growth Through Marketing Engagement","Published","Sunny Neely","SAP","May 1, 2025","Content Discovery","Feb 4, 2027"
"UC0009228","Route & Inventory Optimization for Inbound Logistics","Archived","Ru Jia","SAP","Apr 25, 2025","","Oct 13, 2024"
"UC00093070","Incident Solution Matching (ISM Solution)","Draft","David Molinera","SAP","Apr 25, 2025","","Apr 25, 2026"
"UC00093182","Automating Employee Offer Creation to Improve HR Operations Efficiency","Archived","Mick Collins","SAP","Apr 24, 2025","","Jul 11, 2025"
"UC00093189","Turn Strategy into Action by Integrating Sales Performance Management with EC and Salesforce","Archived","Mick Collins","SAP","Apr 24, 2025","","Jul 11, 2025"
"UC00093183","Detect and Manage Duplicate Resumes as part of the Employee Rehire Process","Archived","Mick Collins","SAP","Apr 24, 2025","","Jul 11, 2025"
"UC00093192","Build Visibility Into Your Total Workforce With SAP Analytics Cloud","Archived","Mick Collins","SAP","Apr 24, 2025","","Jul 11, 2025"
"UC00092624","Use Flight Risk Analytics to Forecast the Likelihood of Turnover","Archived","Mick Collins","SAP","Apr 24, 2025","","Jul 10, 2025"
"UC00093242","Replacing Legacy HR Integrations With SAP Integration Suite","Archived","Mick Collins","SAP","Apr 24, 2025","","Jul 11, 2025"
"UC00093186","Simplify and Standardize Your Global HR Integration Landscape Using an HR API Marketplace","Archived","Mick Collins","SAP","Apr 24, 2025","","Jul 11, 2025"
"UC00092696","Volunteer Workforce Management for Public Sector","Archived","Mick Collins","SAP","Apr 24, 2025","","Jul 11, 2025"
"UC00093185","Harness a Reskilling Application to Help your People to Identify Existing Skills and Explore areas for Further Development","Archived","Mick Collins","SAP","Apr 24, 2025","","Jul 11, 2025"
"UC10000070","XP162 - Get Started with SAP BTP Leveraging SAP Discovery Center","Archived","Gaurav Dey","SAP","Apr 23, 2025","","Dec 18, 2024"
"UC00004161","Get Started on SAP BTP Creating a Hello World App with SAPUI5Fiori Git","Draft","Andreas Hirche","SAP","Apr 23, 2025","",""
"UC00004105","Get Started on SAP BTP Creating a "Hello World" App for TechEd","Archived","Carsten Boennen","SAP","Apr 23, 2025","",""
"UC00003974","SAP Application Extension Methodology (Draft)","Draft","Marco Matha","SAP","Apr 23, 2025","",""
"UC00003324","Publish Documents from SAP S/4HANA Cloud to SharePoint","Archived","Ananth Natarajan","SAP","Apr 23, 2025","SAP.COM","Feb 20, 2025"
"UC00003197","Build Resilient Cloud-Native Applications","Archived","Shankari G R","SAP","Apr 16, 2025","","Jan 18, 2025"
"UC10000418","Build enterprise GenAI apps with IBM Granite leveraging SAP AI Core & SAP HANA Cloud","Draft","Akash Amarendra","SAP","Apr 16, 2025","",""
"UC0009269","Demand Forecasting and Optimization","Archived","DENIS Malov","SAP","Apr 14, 2025","","Jul 29, 2025"
"UC00003977","Centralize your applications in one place","Archived","Cedric Baert","delaware","Apr 11, 2025","",""
"UC00003954","Show business data on widgets","Archived","Frederik Devinck","delaware","Apr 11, 2025","",""
"UC00003955","Easily access your application, workflows, business processes and data in one place","Archived","Frederik Devinck","delaware","Apr 11, 2025","",""
"UC10000417","New Use Case for Testing -  SAP Process changes","Draft","Surya Venkatesan","SAP","Apr 7, 2025","",""
"UC00003507","Manage supplier onboarding by providing 360-degree supplier insights to supplier managers","Archived","Alyson Uy","Accenture","Mar 31, 2025","","Mar 15, 2025"
"UC00003501","Enhance core ERP business processes with resilient applications on SAP BTP","Archived","James Rapp","SAP","Mar 29, 2025","","Mar 22, 2025"
"UC00003193","Enrich your master and transactional data with AI-based data attribute recommendations","Archived","Daniel Stoerkel","SAP","Mar 26, 2025","SAP.COM","Mar 21, 2025"
"UC00003492","Provide intelligent recruitment supported by machine learning","Archived","Kay Schmitteckert","SAP","Mar 24, 2025","","Mar 21, 2025"
"UC00093293","Revolutionizing Citizen Engagement","Archived","Josefine Ohnesorg","SAP","Mar 24, 2025","","Mar 21, 2025"
"UC10000082","Unlock the Full Potential of Artificial Intelligence with the AI Developer for SAP","Archived","Michal Rehak","MTCD","Mar 20, 2025","","Apr 4, 2025"
"UC10000411","Test Use Case Petra","Draft","Petra Nell","SAP","Mar 10, 2025","",""
"UC10000294","Implement SAP Responsible Design and Production solution","Draft","Mireia Seron","SAP","Mar 6, 2025","",""
"UC10000410","March Release Use Case - Akash","Archived","Akash Mishra","SAP","Mar 6, 2025","",""
"UC00003802","Access, Share and Monetize Data with SAP Datasphere","Archived","Vivek RR","SAP","Mar 5, 2025","","Aug 22, 2025"
"UC10000280","Accelerate your BTP Journey - Future Ready Enterprise (FRE) Accelerate - Foundational Pack","Draft","Khushbu Bansal","SAP","Mar 4, 2025","",""
"UC00004270","Automate Agency Recruiting Process","Archived","Florian Lex","adesso orange","Mar 3, 2025","Content Discovery","Oct 11, 2024"
"UC10000130","Share and Monetize your Content on SAP Business Accelerator Hub","Archived","Ananth Natarajan","SAP","Mar 3, 2025","","Mar 6, 2025"
"UC00003156","Build an Event-Driven Geomarketing Extension for SAP S/4HANA Cloud","Archived","Tieyan Fu","SAP","Feb 28, 2025","Content Discovery, SAP.COM","Jan 11, 2025"
"UC10000189","NCS - Central Inbox & Process Monitoring","Archived","Sourav Das","NCS","Feb 28, 2025","SAP.COM","Feb 15, 2025"
"UC10000346","Ingos Test Use Case with targeting CD only","Draft","Andreas Hirche","SAP","Feb 28, 2025","",""
"UC10000403","Brunos great first mission","Archived","Ingo Deck","SAP","Feb 28, 2025","",""
"UC00000007","Guide Employees in Their Journey","Draft","Jana Velevska","Semos Cloud","Feb 28, 2025","Content Discovery","Feb 28, 2026"
"UC00003006","Deliver Business Outcomes by Nurturing Healthy and Happy Employees","Draft","Jana Velevska","Semos Cloud","Feb 28, 2025","","Feb 28, 2026"
"UC00000005","Make Employee Feedback an Occasion To Look Forward To","Draft","Jana Velevska","Semos Cloud","Feb 28, 2025","","Feb 28, 2026"
"UC00003257","Influence the Recognition and Rewards Platform","Draft","Jana Velevska","Semos Cloud","Feb 28, 2025","","Feb 28, 2026"
"UC00004151","Drive Trust and Organizational Alignment with Employee Communications","Draft","Jana Velevska","Semos Cloud","Feb 28, 2025","","Feb 28, 2026"
"UC00003555","Empower Store Associates to Personalize the Customer Experience and Increase Sales","Archived","Jonathan Maher","Deloitte ES","Feb 28, 2025","Content Discovery","Dec 4, 2024"
"UC00003639","Create a Connector For SAP SuccessFactors EC Service Center","Archived","Cameron Khorsandi","SAP","Feb 28, 2025","","Aug 4, 2024"
"UC10000404","Use case demonstration - Matheus","Draft","Matheus Moraes","SAP","Feb 19, 2025","",""
"UC00004164","Integrate SAP S/4HANA with Microsoft Teams via SAP Business Technology Platform","Archived","Adarsh Hegde","SAP","Feb 14, 2025","","Dec 20, 2024"
"UC00003348","Plan and Predict Workforce Demand","Archived","James Rapp","SAP","Feb 12, 2025","SAP.COM","May 29, 2025"
"UC00004248","Use SAP Integration Suite to Synchronize Master Data","Archived","Navin Krishnan Manohar","SAP","Jan 31, 2025","","Aug 7, 2025"
"UC00003788","Integrate MS Teams with SAP Service Cloud using SAP Cloud Integration","Archived","Adarsh Hegde","SAP","Jan 31, 2025","Content Discovery","Aug 8, 2024"
"UC00004033","Create simple, connected digital experiences with API-based integration","Archived","James Rapp","SAP","Jan 31, 2025","","Feb 22, 2025"
"UC00003062","Get Started with Integration Suite - API Management","Archived","Ananth Natarajan","SAP","Jan 31, 2025","SAP.COM","Mar 11, 2025"
"UC10000339","CD target Use Case Akash","Archived","Akash Mishra","SAP","Jan 31, 2025","",""
"UC00091861","Supercharge Your 'Everything-as-a-Service' Business with SAP Entitlement Management","Archived","Thomas Depeweg","SAP","Jan 29, 2025","","Jan 12, 2025"
"UC10000271","Demo for visualizing PUB CHAN selection on Create","Archived","Ingo Deck","SAP","Jan 24, 2025","",""
"UC00092565","ARB: Supplier360 Dashboard - SAC Intelligence","Published","Swen Fuchs","SAP","Jan 20, 2025","Content Discovery","Jan 30, 2027"
"UC00003515","Automate Account Address Verification for Sales and Service Processes","Archived","James Rapp","SAP","Jan 13, 2025","SAP.COM","Dec 4, 2024"
"UC10000390","Test Mission to Check Singleton Concept","Draft","Anuj Mehta","SAP","Jan 10, 2025","",""
"UC10000368","Driving Innovation with SAP Business AI for Consumer Products companies","Published","Joe Lobeck","SAP","Jan 9, 2025","Content Discovery","Dec 16, 2026"
"UC10000259","Brand Gross Sales Forecasting and Simulation of Business Profit","Archived","Maria TZATSOU","SAP","Jan 8, 2025","","Aug 21, 2025"
"UC10000345","Integrate SAP Signavio Process Intelligence with SAP Build Process Automation","In Review","Jonas Germann","SAP","Jan 8, 2025","","Jan 8, 2026"
"UC00004062","Streamline your Financial Closing Processes with Leading Practices","In Review","Tobias Kuhl","MHP","Dec 27, 2024","","Jan 8, 2027"
"UC10000364","Replicate data from SAP S/4HANA to Product in AmazonDynamoDB","Draft","Irfan Khan","Rojo","Dec 23, 2024","",""
"UC00004254","Enable end-user data entry into SAP Datasphere via SAP Build Apps","Archived","Padmapriya Kanniyan","SAP","Dec 10, 2024","","Feb 21, 2025"
"UC00003338","Extend SAP ERP 6.0 (ECC) Business Processes on SAP BTP","Archived","Wolfgang Scheer","SAP","Dec 9, 2024","","Feb 28, 2026"
"UC00003392","Get a comprehensive view of your purchase orders and invoices","Archived","Sudheer Tammana","SAP","Dec 9, 2024","SAP.COM","Feb 20, 2025"
"UC10000051","Automate Invoice Conversion in SAP Business Network","Draft","Lorraine Yao","SAP","Dec 9, 2024","","Dec 9, 2025"
"UC10000380","AI-Assisted User Learning Resources for Authors (AURA)","Draft","Haythem OUESLATI","SAP","Dec 6, 2024","SAP.COM",""
"UC10000387","Your new use case title with maximum 80 characterswfdsa","Archived","Sachit Aggarwal","SAP","Dec 4, 2024","",""
"UC00003401","Integrate Amazon Athena with SAP Datasphere","Archived","Sivakumar N","SAP","Dec 3, 2024","","Mar 28, 2025"
"UC10000386","File Transfer from SMB to AWS and Azurestorage","Draft","Divij Balguri","Rojo","Dec 2, 2024","",""
"UC10000379","Replicate Business Partners from SAP S4HANA to Customers in Amazon EventBridge","Draft","Divij Balguri","Rojo","Dec 2, 2024","",""
"UC00003432","Tackle supply chain disruptions with one view for everyone","Archived","Rui Jin","SAP","Nov 29, 2024","SAP.COM","Aug 5, 2025"
"UC10000362","Replicate CostCenters from SAP S/4HANA to CostCenters in Anaplan","Draft","Irfan Khan","Rojo","Nov 28, 2024","",""
"UC00004244","Configuring Procurement for Sustainability","Archived","Daniel Schunk","SAP","Nov 26, 2024","","Nov 24, 2024"
"UC00003430","Respond to business needs quickly with agile procurement operations","Archived","Venugopal Chembrakalathil","SAP","Nov 26, 2024","",""
"UC00003276","Rapid Discovery & Utilization of CAPEX Approval Processes","Archived","Stephan Schluchter","SAP","Nov 26, 2024","",""
"UC10000072","Improve Efficiency Through Financial Process Innovation at BBC Studios","Archived","Leon Huang","SAP","Nov 26, 2024","","Oct 2, 2024"
"UC10000370","Reinvent the enterprise through Public Cloud ERP","Archived","Joe Lobeck","SAP","Nov 20, 2024","",""
"UC10000382","Application development on BTP using the developers Guide","Draft","Srivatsan Sundararajan","SAP","Nov 20, 2024","",""
"UC10000375","Integrate Multi-Carrier Shipping and CEP Services with S/4HANA","Draft","Dominik Wagenfort","consolut","Nov 19, 2024","",""
"UC00004256","Integrate and use ULIP API information","Draft","Sreeram P","SAP","Nov 19, 2024","",""
"UC00004178","Integrate Events Between SAP and Microsoft with SAP Integration Suite Event Bridging Functionality","Draft","Lalit Mohan Sharma","SAP","Nov 19, 2024","",""
"UC10000138","APIs secured using SAP API Management with 3rd party IDP","Draft","Fiona Zhang","SAP","Nov 19, 2024","",""
"UC10000381","(Draft) Prebuilt Adapter for the integration of a workforce planning tool into SAP","Draft","Toni Gao","EPI-USE","Nov 19, 2024","",""
"UC00003517","Create better onboarding experiences with e-signatures","In Review","James Rapp","SAP","Nov 15, 2024","SAP.COM","Apr 7, 2026"
"UC10000098","Manage hybrid employee experience with hybrid workforce app built on Business Technology Platform","Archived","Ivana Gasparic","SAP","Nov 14, 2024","","Nov 8, 2024"
"UC10000335","Blending optimization BTP extension for S4HANA","Published","Nidhi Sawhney","SAP","Nov 14, 2024","Content Discovery","Aug 25, 2026"
"UC10000334","Trade Promotion Event Optimization","Published","Nidhi Sawhney","SAP","Nov 14, 2024","Content Discovery","Aug 25, 2026"
"UC10000062","Automation and Intelligence for Banks","Draft","Torsten Hoffmann","SAP","Nov 14, 2024","SAP.COM","Mar 10, 2026"
"UC00093416","Maximizing Production Rates while Reducing Maintenance Costs","Published","Simone Paoli","SAP","Nov 14, 2024","Content Discovery","Sep 1, 2026"
"UC00093409","SAP Asset Showroom in Virtual Reality","Published","Simone Paoli","SAP","Nov 14, 2024","Content Discovery","Sep 1, 2026"
"UC00093395","UPFIELD - Employee Attrition - Gaining insight into the drivers of employee attrition with SAP Qualtrics Employee Lifecycle","Published","Simone Paoli","SAP","Nov 14, 2024","Content Discovery","Sep 1, 2026"
"UC00093394","COCA-COLA HELLENIC BOTTLING - Transparent Supply Chain - Improving consumer trust in product quality with Blockchain Technology and SAP Cloud Platform","Published","Simone Paoli","SAP","Nov 14, 2024","Content Discovery","Sep 1, 2026"
"UC00093314","Lifesaving Tools at Your Fingertips","Archived","Josefine Ohnesorg","SAP","Nov 14, 2024","","Oct 7, 2025"
"UC00093313","Unleashing the Potential of Blockchain Technology","Archived","Josefine Ohnesorg","SAP","Nov 14, 2024","","Oct 7, 2025"
"UC00093294","Licensing and Support for Investors","Archived","Josefine Ohnesorg","SAP","Nov 14, 2024","","Oct 7, 2025"
"UC00093236","Cloud based Digital Production process","Published","Bettina Woyderski","SAP","Nov 14, 2024","Content Discovery","Jun 23, 2026"
"UC0009248","Transportation Operations","Archived","DENIS Malov","SAP","Nov 14, 2024","","Aug 6, 2025"
"UC10000374","Replicate Business Partners from SAP S/4HANA to Company in HubSpot","Draft","Irfan Khan","Rojo","Nov 13, 2024","",""
"UC10000377","Winning with Style in the Fashion Industry","Draft","Joe Lobeck","SAP","Nov 12, 2024","",""
"UC10000359","Replicate Business Partners from SAP S/4HANA to Customers in NetSuite","Draft","Ashish Kuvvarapu","Rojo","Nov 11, 2024","",""
"UC10000376","EWM with Data Analytic","Draft","Phisan Laosuwannapong","Pandora","Nov 11, 2024","",""
"UC10000360","Replicate Products from SAP S/4HANA to Snowflake","Draft","Ashish Kuvvarapu","Rojo","Nov 8, 2024","",""
"UC10000373","Test use case for my dear friend BETTINA ;)","Archived","Bettina Kuppinger","SAP","Nov 8, 2024","",""
"UC00093152","E2E Supplier & PLM Document Collaboration","Archived","Felix Neumann","SAP","Nov 6, 2024","","Sep 25, 2024"
"UC00004016","Digitizing Criticality Assessments using SAP AI Core and SAP AI Launchpad","Published","Kay Schmitteckert","SAP","Nov 6, 2024","Content Discovery, Discovery Center","Aug 6, 2026"
"UC00091361","Drone/Robot assisted store-open inspection","Published","Carlos Basto","SAP","Nov 5, 2024","Content Discovery","Jun 3, 2026"
"UC10000366","How to Win with Channel-less Architecture","Archived","Joe Lobeck","SAP","Nov 4, 2024","","Nov 4, 2025"
"UC00003656","Explore your Hyperscaler data with SAP Datasphere","Archived","Uwe Klasing","SAP","Oct 9, 2024","","Oct 20, 2024"
"UC10000354","Build Event Driven Architecture Apps with Microsoft Azure","Draft","Uma Anbazhagan","SAP","Oct 1, 2024","",""
"UC00093317","Improving data management quality with SAP Cloud Platform Services","Archived","Josefine Ohnesorg","SAP","Sep 27, 2024","Content Discovery","Sep 25, 2024"
"UC00093406","MARATHON PETROLEUM - Managing Commercial Risk With SAP Analytics, Making digital transformation a reality and managing commercial risk with SAP Analytics Cloud","Archived","Simone Paoli","SAP","Sep 27, 2024","","Sep 27, 2025"
"UC00092419","HXM: Addressing Employer Value Proposition","Archived","Nicole Schadewald","SAP","Sep 25, 2024","","Sep 11, 2024"
"UC00003512","Enhance Asset Maintenance Planning with Simulation of Risk and Cost","Archived","Sudheer Tammana","SAP","Sep 25, 2024","SAP.COM","Aug 22, 2025"
"UC00092651","Personalized Student Advisory Through AI/ML","Archived","Laurent Leclercq","SAP","Sep 20, 2024","","Sep 6, 2024"
"UC00092755","Logistics Analytics","Archived","Joanne Koh-Stewart","SAP","Sep 17, 2024","","Aug 31, 2024"
"UC10000349","Use Case Sample - Jairo","Archived","Jairo Canuto","SAP","Sep 16, 2024","",""
"UC10000032","3PL ConnectPlus","In Review","Santosh Chandu MARAPALLI","MOURI Tech","Sep 16, 2024","",""
"UC10000162","Migration to S/4HANA utilising SAP Datasphere and SAC","Draft","Jon Green","Syniti","Sep 16, 2024","",""
"UC10000238","Use Generative AI to simplify timesheet tracking task in SAP S/4HANA Cloud","Draft","Rui Jin","SAP","Sep 16, 2024","",""
"UC000965","Demand Signal Management (DSiM)","Archived","Ru Jia","SAP","Sep 12, 2024","","Aug 25, 2024"
"UC10000332","Demonstration scenario","Draft","Frantisek Horínek","SUCCESS-SOLUTIONS","Sep 12, 2024","",""
"UC10000216","Bento - Master Data Governance (tb-del. but test)","Archived","Ingo Deck","SAP","Sep 11, 2024","","Apr 2, 2025"
"UC10000343","Implement SAP Sustainability Footprint Management - Copy","Draft","Priscila Ludwig","SAP","Sep 9, 2024","",""
"UC00093365","Increasing Driving Safety","Published","Omid Nazier","SAP","Sep 5, 2024","Content Discovery","Sep 18, 2026"
"UC00093363","Quality First","Published","Omid Nazier","SAP","Sep 5, 2024","Content Discovery","Sep 18, 2026"
"UC00093373","Intelligent Sales Order Processing","Published","Omid Nazier","SAP","Sep 5, 2024","Content Discovery","Sep 18, 2026"
"UC00093379","Automating Warehouses with Robot Integration","Published","Omid Nazier","SAP","Sep 5, 2024","Content Discovery","Sep 18, 2026"
"UC10000286","Enable business partner address cleansing in SAP Sales and Service Cloud","Draft","Gaurav Dey","SAP","Sep 4, 2024","",""
"UC00003358","Automate Document Centric Approval Process","Archived","Venugopal Chembrakalathil","SAP","Sep 2, 2024","",""
"UC00003305","Accelerate the automation of vendor onboarding processes","Draft","Stephan Schluchter","SAP","Sep 2, 2024","",""
"UC00003310","Automate the creation, change and approval of Purchase Info Records","Draft","Stephan Schluchter","SAP","Sep 2, 2024","",""
"UC00003294","Automate Ticket Handling with Service Ticket Intelligence","Archived","Haodan Yang","SAP","Sep 2, 2024","Content Discovery","Mar 21, 2025"
"UC00003321","Integrate SAP Analytics Cloud with SAP Solution Manager","Archived","Xavier Dupeyrat","SAP","Sep 2, 2024","","Aug 7, 2024"
"UC10000181","Side-by-Side Extension of SAP Asset Performance Management","Archived","Alex Mathew","SAP","Sep 2, 2024","Content Discovery","Feb 6, 2025"
"UC00004265","Empower Data-Driven Decisions Through Analytics Forecasting","Archived","Abdelkader Abdelaziz","SAP","Sep 2, 2024","Content Discovery","Oct 11, 2024"
"UC00004037","Forecasting in SAP Integrated Business Planning with an External Algorithm Based on Prophet","Archived","Nicola Ferretto","SAP","Sep 2, 2024","Content Discovery","Feb 28, 2025"
"UC00003811","Improve Plan Quality with Intelligent Lead Time Prediction","Archived","Henrik Paesler","SAP","Sep 2, 2024","","Nov 20, 2024"
"UC00003730","Extend SAP S/4HANA Business Processes Using SAP Netweaver Add-On for Event Enablement","Archived","Sangeetha Jayakumar","SAP","Sep 2, 2024","Content Discovery","Aug 16, 2024"
"UC00003586","Extend SAP S/4HANA Business Processes on SAP BTP, Kyma Runtime","Draft","Shankari G R","SAP","Sep 2, 2024","Content Discovery","May 12, 2026"
"UC00003500","Optimize Healthcare Enterprise Capacity Planning with SAP Analytics Cloud","Archived","Sally Lawler Kennedy","SAP","Sep 2, 2024","SAP.COM","May 16, 2025"
"UC00003368","Create a Project Management Application consuming Business Events from SAP SuccessFactors and Event Mesh","Archived","Sangeetha Jayakumar","SAP","Sep 2, 2024","SAP.COM","Jan 10, 2025"
"UC00003189","Integrate, process, automate and catalog data with SAP Data Intelligence","Archived","Oliver Stiefbold","SAP","Sep 2, 2024","Content Discovery","Nov 13, 2024"
"UC00001001","Accelerate business processes with a mobile card kit","Archived","Sandeep Tetali Dattatreya Sitarama","SAP","Sep 2, 2024","","Aug 15, 2025"
"UC00003402","Data Federation from Amazon S3 through SAP HANA Cloud","Archived","Sivakumar N","SAP","Sep 2, 2024","Content Discovery","Aug 16, 2024"
"UC00003399","Data Federation from Amazon Athena through SAP HANA Cloud","Archived","Sivakumar N","SAP","Sep 2, 2024","Content Discovery","Aug 16, 2024"
"UC00003389","Data Federation from Amazon Redshift through SAP HANA Cloud","Archived","Sivakumar N","SAP","Sep 2, 2024","Content Discovery","Aug 7, 2024"
"UC00003287","Send electronic invoices via the Peppol Network","Archived","Amit Rai","SAP","Sep 2, 2024","Content Discovery","Aug 28, 2024"
"UC00003262","Send electronic invoices via the Peppol Network in Germany","Archived","Ulla Ringler","SAP","Sep 2, 2024","Content Discovery","Aug 28, 2024"
"UC00003479","Identify Use Cases with Business Impact","Archived","Karen Detken","SAP","Sep 2, 2024","","Feb 28, 2025"
"UC00003907","Integrate Your SAP Ariba Tasks Into SAP Task Center","Draft","Mackenzie Moylan","SAP","Sep 2, 2024","",""
"UC10000258","Transition to SAP Cloud ALM","Draft","Johanna Moehlecke","SAP","Sep 2, 2024","",""
"UC00093316","Reducing Road Traffic Congestion with Smart Traffic Management","Draft","Josefine Ohnesorg","SAP","Sep 2, 2024","","Jan 20, 2026"
"UC10000313","Stock in Transit","Archived","Ingo Hartmann","SAP","Sep 1, 2024","","Aug 9, 2025"
"UC0009140","Improve Business Performance, Lower Costs, and Simplify IT with Automated Archiving and Document Access","Archived","Bil Khan","SAP","Aug 30, 2024","","Aug 20, 2025"
"UC00093155","Advanced Multi-Dimensional BP Hierarchy & Business Network Management","Published","Felix Neumann","SAP","Aug 29, 2024","Content Discovery","Aug 19, 2026"
"UC00091831","Digital and Data Driven Defense - Deployed Operations","Archived","David Lincourt","SAP","Aug 28, 2024","","Apr 2, 2025"
"UC10000270","Improve your view into profitability with Solution Order Management (Experience Package)","Archived","Sebastiaan Beuk","SAP","Aug 28, 2024","","Jun 4, 2025"
"UC10000199","SAP Integrated Business Planning – Demand forecasting","Archived","Ingo Hartmann","SAP","Aug 28, 2024","",""
"UC10000192","Business Decision Simulator","Archived","Ingo Hartmann","SAP","Aug 28, 2024","",""
"UC10000195","SAP Ariba Buying - 360° Buying Capability","Archived","Ingo Hartmann","SAP","Aug 28, 2024","",""
"UC10000174","Propose Product Hierarchy (Data Attribute Recommendation)","Archived","Ingo Hartmann","SAP","Aug 28, 2024","",""
"UC10000200","SAP Analytics Cloud - Just Ask","Archived","Ingo Hartmann","SAP","Aug 28, 2024","",""
"UC10000197","SAP SuccessFactors - Learning Recommendation","Archived","Ingo Hartmann","SAP","Aug 28, 2024","",""
"UC10000193","Concur Invoice Capture","Archived","Ingo Hartmann","SAP","Aug 28, 2024","",""
"UC10000202","ISBN – Intelligent Invoice Conversion","Archived","Ingo Hartmann","SAP","Aug 28, 2024","",""
"UC10000194","SAP Concur Verify Automated Auditing","Archived","Ingo Hartmann","SAP","Aug 28, 2024","",""
"UC10000175","Propose Sales Order Fields (Data Attribute Recommendation)","Archived","Ingo Hartmann","SAP","Aug 28, 2024","",""
"UC10000198","SAP SuccessFactors - Digital Assistant","Archived","Ingo Hartmann","SAP","Aug 28, 2024","",""
"UC10000185","Recommend Supplier for Sourcing Event Creation","Archived","Ingo Hartmann","SAP","Aug 28, 2024","",""
"UC10000196","SAP SuccessFactors - AI-powered Recruiting","Archived","Ingo Hartmann","SAP","Aug 28, 2024","",""
"UC10000201","Generative AI Hub: Integrate AI into individual business processes","Archived","Ingo Hartmann","SAP","Aug 28, 2024","",""
"UC00093281","Accenture - Building a Digital Refinery with SAP Business Technology Platform","Archived","Petra Nell","SAP","Aug 28, 2024","Content Discovery","Jan 10, 2025"
"UC00093276","AsInt - Mechanical Integrity (MI) solution in SAP Intelligent Asset Management","Archived","Rohan Patel","AsInt","Aug 28, 2024","Content Discovery","Nov 30, 2024"
"UC10000243","KPMG - KSelf: SuccessFactors Self Service Dashboard","Archived","Virginia Marchetti","KPMG","Aug 28, 2024","",""
"UC10000239","Fleet Management by INETUM","Archived","Luís Silva","INETUM","Aug 28, 2024","",""
"UC10000241","KPMG - Training Regional Ceilings Dashboard","Archived","Virginia Marchetti","KPMG","Aug 28, 2024","",""
"UC00003824","Enhance an SAP Cloud Application Programming Model (CAP) Business Application Using Observability","Archived","Gopal Anand","SAP","Aug 27, 2024","",""
"UC00004084","Use Personalized Recommendations for E-commerce","Archived","Benjamin Tan","SAP","Aug 26, 2024","","Jul 10, 2025"
"UC10000163","Test for the MXP","Archived","Ingo Deck","SAP","Aug 26, 2024","",""
"UC10000324","Assets Group Reporting and Planning","Archived","Maria TZATSOU","SAP","Aug 26, 2024","","Aug 28, 2025"
"UC00092815","Central Entry Point to Business Systems","Published","Ashok Kumar M","SAP","Aug 25, 2024","Content Discovery","Jul 29, 2026"
"UC10000329","Improve Manufacturing Quality with SAP Unified Data and AI","Archived","DENIS Malov","SAP","Aug 24, 2024","","Aug 28, 2025"
"UC00092610","ARB: Sourcing to External DMS - BTP Extension","Published","Swen Fuchs","SAP","Aug 23, 2024","Content Discovery","Jan 7, 2027"
"UC00092505","Load Profiling","Archived","Dimitrios Lyras","SAP","Aug 22, 2024","","Aug 28, 2025"
"UC10000325","AI-Powered Procurement Process Improvements with SAP Signavio","Archived","Dimitrios Lyras","SAP","Aug 22, 2024","","Aug 29, 2025"
"UC00093402","Extend SAP S/4HANA Business Scenario into MS Azure Ecosystem","Archived","Uma Anbazhagan","SAP","Aug 22, 2024","","Aug 23, 2025"
